film,oseba,mesto
1286677,2700631,4
1288403,185,1
1288403,241,2
1288403,1844999,3
1288403,3046541,4
1288558,3994408,1
1288558,2057036,2
1288558,1140300,3
1288558,1086384,4
1289406,323,1
1289406,607865,2
1289406,103195,3
1289406,187224,4
1291150,1083271,1
1291150,4715,2
1291150,1209,3
1291150,279720,4
1291584,362766,1
1291584,560,2
1291584,249291,3
1291584,607185,4
1292566,424848,1
1292566,2313103,2
1292566,5182,3
1292566,1555340,4
1293847,4874,1
1293847,947447,2
1293847,2138653,3
1293847,6806246,4
1294226,1415323,1
1294226,2955013,2
1294226,1427,3
1294226,1544100,4
1294970,245,1
1294970,5109,2
1294970,227759,3
1294970,502425,4
1296898,1377375,1
1296898,836432,2
1296898,420955,3
1296898,1100,4
1297919,5458,1
1297919,175916,2
1297919,318821,3
1297919,1534698,4
1298644,4266,1
1298644,2313103,2
1298644,5189784,3
1298644,625789,4
1298649,1774,1
1298649,681,2
1298649,1706767,3
1298649,1082,4
1298650,136,1
1298650,4851,2
1298650,574534,3
1298650,1691,4
1299365,1034965,1
1299365,711559,2
1299365,1128572,3
1299365,858776,4
1299368,191044,1
1299368,4999,2
1299368,5093,3
1299368,1360270,4
1300854,375,1
1300854,1602,2
1300854,569,3
1300854,332,4
1302006,134,1
1302006,199,2
1302006,582,3
1302006,172,4
1302011,85312,1
1302011,1401,2
1302011,329,3
1302011,163,4
1305591,1293,1
1305591,349,2
1305591,283945,3
1305591,363699,4
1305797,707425,1
1305797,706787,2
1305797,219939,3
1305797,1962272,4
1305806,201857,1
1305806,897845,2
1305806,706567,3
1305806,3587952,4
1305826,224007,1
1305826,1660179,2
1305826,444786,3
1305826,906945,4
1306980,330687,1
1306980,736622,2
1306980,447695,3
1306980,397171,4
1307068,136797,1
1307068,461136,2
1307068,1491,3
1307068,652663,4
1307824,593310,1
1307824,4820,2
1307824,340408,3
1307824,2943468,4
1308729,230,1
1308729,597388,2
1308729,225,3
1308729,437646,4
1311060,4395,1
1311060,420955,2
1311060,1573,3
1311060,528331,4
1311067,174021,1
1311067,541932,2
1311067,532,3
1311067,600667,4
1312171,680983,1
1312171,2584392,2
1312171,3244078,3
1312171,8287501,4
1313092,3306943,1
1313092,1602,2
1313092,249291,3
1313092,3819777,4
1313139,1015262,1
1313139,491402,2
1313139,1416,3
1313139,5049,4
1314655,582149,1
1314655,223518,2
1314655,940158,3
1314655,1334869,4
1315981,147,1
1315981,194,2
1315981,328828,3
1315981,396558,4
1316037,3180472,1
1316037,3179972,2
1316037,1335,3
1316037,2831140,4
1318514,290556,1
1318514,785227,2
1318514,2951768,3
1318514,465269,4
1319718,329,1
1319718,910966,2
1319718,3398435,3
1319718,3391237,4
1319735,275417,1
1319735,182455,2
1319735,2439805,3
1319735,1175262,4
1320239,47155,1
1320239,929489,2
1320239,806968,3
1320239,347,4
1320244,264579,1
1320244,68042,2
1320244,52754,3
1320244,381043,4
1320253,230,1
1320253,5458,2
1320253,1472,3
1320253,185,4
1320261,85312,1
1320261,1289434,2
1320261,781981,3
1320261,1605,4
1321511,982,1
1321511,647634,2
1321511,168,3
1321511,1663205,4
1321870,576,1
1321870,331516,2
1321870,1297015,3
1321870,610,4
1322269,658,1
1322269,551,2
1322269,210,3
1322269,496,4
1322312,106,1
1322312,519043,2
1322312,515296,3
1322312,206359,4
1322930,2115236,1
1322930,402116,2
1322930,1876440,3
1322930,3193559,4
1323045,39162,1
1323045,68187,2
1323045,954225,3
1323045,2089320,4
1323594,136797,1
1323594,781981,2
1323594,1258970,3
1323594,267,4
1324059,1633541,1
1324059,1234298,2
1324059,665554,3
1324059,451600,4
1326972,504897,1
1326972,437580,2
1326972,955342,3
1326972,151654,4
1327035,1867717,1
1327035,2977124,2
1327035,3202701,3
1327035,80349,4
1327194,1374980,1
1327194,2279940,2
1327194,1100,3
1327194,2546716,4
1327773,1845,1
1327773,1856,2
1327773,131,3
1327773,404,4
1327801,584951,1
1327801,528331,2
1327801,1285162,3
1327801,1719342,4
1331307,1717152,1
1331307,1680220,2
1331307,1967827,3
1331307,1895420,4
1333125,1297015,1
1333125,580351,2
1333125,152,3
1333125,630,4
1334260,461136,1
1334260,1659547,2
1334260,1940449,3
1334260,3505032,4
1334512,1258970,1
1334512,545,2
1334512,4950,3
1334512,1950086,4
1335975,206,1
1335975,760796,2
1335975,793069,3
1335975,38355,4
1336608,2584600,1
1336608,1546300,2
1336608,129,3
1336608,285,4
1340138,216,1
1340138,164809,2
1340138,3592338,3
1340138,2541974,4
1340800,198,1
1340800,147,2
1340800,362766,3
1340800,835016,4
1341167,11451,1
1341167,1981893,2
1341167,2253821,3
1341167,2468782,4
1341188,702,1
1341188,748620,2
1341188,5562,3
1341188,197,4
1343092,138,1
1343092,1659547,2
1343092,249291,3
1343092,1497,4
1343097,638824,1
1343097,636426,2
1343097,256890,3
1343097,356625,4
1343727,881631,1
1343727,1880888,2
1343727,372176,3
1343727,939943,4
1344204,1794688,1
1344204,2024927,2
1344204,2361892,3
1344204,547544,4
1345836,288,1
1345836,362766,2
1345836,4266,3
1345836,198,4
1349938,1564072,1
1349938,869871,2
1349938,2636108,3
1349938,444681,4
1351685,396558,1
1351685,1804,2
1351685,191,3
1351685,631490,4
1352824,194,1
1352824,1086543,2
1352824,553,3
1352824,1302735,4
1355630,1631269,1
1355630,257969,2
1355630,3284401,3
1355630,502671,4
1355631,186505,1
1355631,491,2
1355631,1208167,3
1355631,752407,4
1355642,931060,1
1355642,443509,2
1355642,586003,3
1355642,657139,4
1355644,2225369,1
1355644,695435,2
1355644,790688,3
1355644,401,4
1355683,136,1
1355683,1212722,2
1355683,424848,3
1355683,249291,4
1356864,1618,1
1356864,486018,2
1356864,4239082,3
1356864,3617391,4
1358522,93589,1
1358522,215229,2
1358522,308606,3
1358522,5485,4
1360860,267042,1
1360860,1486911,2
1360860,1267552,3
1360860,953423,4
1361336,1631269,1
1361336,671567,2
1361336,1906042,3
1361336,12312521,4
1365050,6781688,1
1365050,7636995,2
1365050,7636996,3
1365050,7636997,4
1365519,2539953,1
1365519,922035,2
1365519,324658,3
1365519,943079,4
1366344,1706767,1
1366344,310966,2
1366344,5377,3
1366344,2504006,4
1371111,158,1
1371111,932,2
1371111,424,3
1371111,915989,4
1371150,867,1
1371150,275486,2
1371150,404,3
1371150,3485845,4
1371155,1020089,1
1371155,1364,2
1371155,2057859,3
1371155,1785575,4
1372686,146,1
1372686,124930,2
1372686,4051,3
1372686,44073,4
1373215,2201881,1
1373215,3328097,2
1373215,3327731,3
1373215,3327294,4
1374989,4141252,1
1374989,727165,2
1374989,1658935,3
1374989,2757333,4
1374992,836343,1
1374992,379,2
1374992,1758,3
1374992,542558,4
1375666,138,1
1375666,330687,2
1375666,680983,3
1375666,913822,4
1378167,563,1
1378167,2079733,2
1378167,5112,3
1378167,2625816,4
1379177,2605345,1
1379177,550371,2
1379177,1161994,3
1379182,1176651,1
1379182,885091,2
1379182,1465326,3
1379182,3217334,4
1381404,602,1
1381404,1779870,2
1381404,1804,3
1381404,560,4
1385867,246,1
1385867,605079,2
1385867,380022,3
1385867,2474064,4
1386691,907548,1
1386691,933988,2
1386691,2362713,3
1386691,383422,4
1386697,226,1
1386697,1467,2
1386697,3053338,3
1386697,205626,4
1386932,947447,1
1386932,2119781,2
1386932,5033,3
1386932,3237713,4
1389072,354,1
1389072,910607,2
1389072,2186865,3
1389072,1325419,4
1389096,199,1
1389096,686,2
1389096,273,3
1389096,523,4
1389137,354,1
1389137,424060,2
1389137,2006,3
1389137,1102577,4
1390411,1165110,1
1390411,614165,2
1390411,322407,3
1390411,924210,4
1392170,2225369,1
1392170,1242688,2
1392170,2955013,3
1392170,1804,4
1392190,362766,1
1392190,234,2
1392190,396558,3
1392190,2368789,4
1392197,5562,1
1392197,339460,2
1392197,1195855,3
1392197,1297015,4
1392214,413168,1
1392214,350453,2
1392214,205626,3
1392214,502425,4
1396218,120,1
1396218,1303,2
1396218,1450,3
1396218,1166041,4
1396484,803889,1
1396484,5897057,2
1396484,6016511,3
1396484,6096118,4
1397280,553,1
1397280,463,2
1397280,1192254,3
1397280,650702,4
1397514,1242688,1
1397514,425005,2
1397514,323,3
1397514,350079,4
1398426,6578009,1
1398426,3659660,2
1398426,4207146,3
1398426,112932,4
1399045,1395771,1
1399045,1159702,2
1399045,2058713,3
1399045,247860,4
1399103,479471,1
1399103,2492819,2
1399103,879085,3
1399103,241049,4
1399683,2225369,1
1399683,370035,2
1399683,226813,3
1399683,3493212,4
1403177,330687,1
1403177,2044770,2
1403177,204,3
1403177,933988,4
1403865,313,1
1403865,354,2
1403865,2794962,3
1403865,982,4
1403981,1500155,1
1403981,211087,2
1403981,3533310,3
1403981,2765716,4
1403988,5017,1
1403988,1593,2
1403988,241049,3
1403988,15196,4
1405365,429069,1
1405365,1676221,2
1405365,704,3
1405365,731075,4
1405406,2400045,1
1405406,913587,2
1405406,813812,3
1405406,334159,4
1405810,1249052,1
1405810,342151,2
1405810,696725,3
1405810,266890,4
1407084,2003700,1
1407084,731075,2
1407084,191412,3
1407084,3464684,4
1408101,1517976,1
1408101,704270,2
1408101,757855,3
1408101,1212722,4
1408253,1084,1
1408253,366389,2
1408253,1754366,3
1408253,491,4
1409024,226,1
1409024,169,2
1409024,982,3
1409024,1318596,4
1409055,637586,1
1409055,945881,2
1409055,770832,3
1409055,185214,4
1410063,288,1
1410063,4809043,2
1410063,5149048,3
1410063,4823002,4
1411250,4874,1
1411250,881631,2
1411250,755267,3
1411250,3244,4
1411697,177896,1
1411697,302108,2
1411697,1159180,3
1411697,58581,4
1412386,1132,1
1412386,631490,2
1412386,1749,3
1412386,929489,4
1413492,1165110,1
1413492,788335,2
1413492,671567,3
1413492,1041023,4
1414382,68338,1
1414382,951148,2
1414382,244,3
1414382,130,4
1415283,668,1
1415283,350454,2
1415283,146,3
1415283,3489031,4
1415889,1847099,1
1415889,48687,2
1415889,2342179,3
1415889,3835417,4
1418377,1173,1
1418377,631490,2
1418377,1584,3
1418377,1091621,4
1422032,305558,1
1422032,869088,2
1422032,253216,3
1422032,3670008,4
1422136,627995,1
1422136,1968873,2
1422136,313534,3
1422136,536461,4
1423894,316079,1
1423894,683253,2
1423894,388933,3
1423894,340284,4
1424310,329,1
1424310,795517,2
1424310,4080670,3
1424310,1085861,4
1424797,234237,1
1424797,230859,2
1424797,2957696,3
1424797,167501,4
1428538,719637,1
1428538,2605345,2
1428538,1780,3
1428538,463,4
1429449,798014,1
1429449,390285,2
1429449,1235776,3
1429449,398205,4
1430132,413168,1
1430132,498449,2
1430132,5148840,3
1430132,3822462,4
1430587,1169495,1
1430587,5008780,2
1430587,6190986,3
1430587,1280290,4
1430607,564215,1
1430607,980,2
1430607,631490,3
1430607,491402,4
1431045,5351,1
1431045,1072555,2
1431045,2554352,3
1431045,4534098,4
1431181,980,1
1431181,790689,2
1431181,544334,3
1431181,1169217,4
1433108,425005,1
1433108,671,2
1433108,1192254,3
1433108,4170324,4
1433810,3070408,1
1433810,3967480,2
1433810,3975117,3
1433810,451148,4
1433811,867,1
1433811,1501050,2
1433811,1391252,3
1433811,204706,4
1434447,1633541,1
1434447,159159,2
1434447,1201151,3
1434447,1430018,4
1435513,350454,1
1435513,199215,2
1435513,596,3
1435513,428065,4
1438176,947338,1
1438176,268199,2
1438176,855039,3
1438176,1057,4
1440232,167388,1
1440232,182839,2
1440232,536095,3
1440232,241121,4
1440292,1064292,1
1440292,1020089,2
1440292,175916,3
1440292,852965,4
1440728,123,1
1440728,93678,2
1440728,686376,3
1440728,84950,4
1441326,647634,1
1441326,5299,2
1441326,370035,3
1441326,3571592,4
1441395,424060,1
1441395,4835245,2
1441395,5860325,3
1441395,5860326,4
1441912,640,1
1441912,389,2
1441912,679,3
1441912,905691,4
1441951,1749,1
1441951,2091,2
1441951,175262,3
1441951,183822,4
1442437,642145,1
1442437,5527,2
1442437,100866,3
1442437,123092,4
1442462,523,1
1442462,636562,2
1442462,1038,3
1442462,194516,4
1446192,413168,1
1446192,285,2
1446192,279545,3
1446192,1517976,4
1446714,636426,1
1446714,1334869,2
1446714,1055413,3
1446714,234,4
1447508,3493635,1
1447508,944834,2
1447508,3492981,3
1447508,1585543,4
1448755,5458,1
1448755,654110,2
1448755,134,3
1448755,700712,4
1449283,191906,1
1449283,272401,2
1449283,92,3
1449283,524726,4
1450321,564215,1
1450321,68260,2
1450321,550371,3
1450321,1782299,4
1452628,159789,1
1452628,628601,2
1452628,491,3
1452628,3632976,4
1453405,345,1
1453405,422,2
1453405,114,3
1453405,545,4
1454029,1297015,1
1454029,205626,2
1454029,818055,3
1454029,397171,4
1454468,113,1
1454468,123,2
1454468,438,3
1454468,1241511,4
1456472,681566,1
1456472,604335,2
1456472,836136,3
1456472,769237,4
1456635,5405,1
1456635,59431,2
1456635,683467,3
1456635,506405,4
1456941,1466205,1
1456941,1248393,2
1456941,2089884,3
1456941,2727714,4
1457767,933940,1
1457767,267812,2
1457767,515296,3
1457767,666,4
1458175,128,1
1458175,6969,2
1458175,553,3
1458175,119633,4
1462041,185819,1
1462041,1838,2
1462041,915208,3
1462041,480,4
1462059,1864,1
1462059,2397366,2
1462059,2684485,3
1462059,1599,4
1462667,1429,1
1462667,793404,2
1462667,1076976,3
1462667,463201,4
1462758,5351,1
1462758,305825,2
1462758,1746358,3
1462758,864997,4
1465487,244151,1
1465487,660854,2
1465487,1922676,3
1465487,1460782,4
1465522,479527,1
1465522,876138,2
1465522,2197298,3
1465522,1536605,4
1466074,393,1
1466074,482474,2
1466074,278201,3
1466074,116483,4
1467304,489504,1
1467304,2280521,2
1467304,2460100,3
1467304,2162290,4
1468846,1886602,1
1468846,447695,2
1468846,186505,3
1468846,1002609,4
1469304,425005,1
1469304,1374980,2
1469304,1275259,3
1469304,1231899,4
1470827,1058940,1
1470827,2016345,2
1470827,4620252,3
1470827,420121,4
1473832,250,1
1473832,428121,2
1473832,980,3
1473832,680766,4
1474684,252961,1
1474684,189720,2
1474684,806968,3
1474684,1546206,4
1475582,1212722,1
1475582,293509,2
1475582,835939,3
1475582,1291,4
1477076,68551,1
1477076,541908,2
1477076,751018,3
1477076,144,4
1477834,597388,1
1477834,1720028,2
1477834,353,3
1477834,933940,4
1478338,1325419,1
1478338,748973,2
1478338,126284,3
1478338,187719,4
1478964,3915784,1
1478964,2092886,2
1478964,3906429,3
1478964,3915728,4
1481572,1102140,1
1481572,15196,2
1481572,1443740,3
1481572,3215591,4
1482459,1374980,1
1482459,2357847,2
1482459,362,3
1482459,1159180,4
1483013,129,1
1483013,151,2
1483013,2057859,3
1483013,1385871,4
1483797,454120,1
1483797,1066974,2
1483797,38355,3
1483797,605676,4
1485796,413168,1
1485796,931329,2
1485796,1374980,3
1485796,3918035,4
1486185,1086543,1
1486185,1305,2
1486185,198,3
1486185,121605,4
1486192,131,1
1486192,1404408,2
1486192,1812656,3
1486192,322407,4
1486217,71304,1
1486217,339460,2
1486217,2436722,3
1486217,663177,4
1486834,705356,1
1486834,1443740,2
1486834,1177914,3
1486834,3485845,4
1487118,428065,1
1487118,2067953,2
1487118,631490,3
1487118,222,4
1488555,867,1
1488555,5351,2
1488555,1312575,3
1488555,5182,4
1488606,255,1
1488606,1209966,2
1488606,402271,3
1488606,1330560,4
1489428,648249,1
1489428,780678,2
1489428,141710,3
1489428,686009,4
1489887,3239803,1
1489887,2788156,2
1489887,1790970,3
1489887,837177,4
1489889,425005,1
1489889,366389,2
1489889,630379,3
1489889,752407,4
1490017,695435,1
1490017,2071,2
1490017,6969,3
1490017,4715,4
1491044,788335,1
1491044,262635,2
1491044,290556,3
1491044,213,4
1492179,934618,1
1492179,822982,2
1492179,1495675,3
1492179,534205,4
1492966,127373,1
1492966,3463761,2
1492966,3425494,3
1492966,781899,4
1496025,295,1
1496025,1013003,2
1496025,2086223,3
1496025,1653,4
1499658,867,1
1499658,206359,2
1499658,837177,3
1499658,2528248,4
1502397,226,1
1502397,1454,2
1502397,1227814,3
1502397,1573253,4
1502404,115,1
1502404,1720028,2
1502404,1209,3
1502404,121605,4
1502407,130,1
1502407,339460,2
1502407,5506858,3
1502407,183921,4
1502712,1886602,1
1502712,544718,2
1502712,430107,3
1502712,68260,4
1504320,147,1
1504320,1691,2
1504320,307,3
1504320,1394,4
1506999,2442289,1
1506999,191,2
1506999,1055413,3
1506999,29400,4
1509767,503567,1
1509767,532193,2
1509767,829032,3
1509767,170,4
1512235,933988,1
1512235,680983,2
1512235,239,3
1512235,102,4
1515091,375,1
1515091,179,2
1515091,364813,3
1515091,1046097,4
1517260,1519680,1
1517260,1796057,2
1517260,1831976,3
1517260,1208167,4
1517451,3078932,1
1517451,177896,2
1517451,385,3
1517451,342399,4
1517489,4695,1
1517489,5315,2
1517489,570364,3
1517489,3688576,4
1518812,931329,1
1518812,339304,2
1518812,200452,3
1518812,1599,4
1520211,511088,1
1520211,5342,2
1520211,564350,3
1520211,1659348,4
1520498,5326,1
1520498,1458,2
1520498,502,3
1520498,1590,4
1523483,215281,1
1523483,2247245,2
1523483,3024712,3
1523483,581953,4
1524137,242,1
1524137,610,2
1524137,295,3
1524137,906301,4
1524930,1159180,1
1524930,775,2
1524930,1711114,3
1524930,4347315,4
1526318,461746,1
1526318,2171898,2
1526318,3728308,3
1526318,540038,4
1527186,379,1
1527186,1250,2
1527186,662,3
1527186,2907,4
1527788,1047193,1
1527788,3393343,2
1527788,3702737,3
1527788,3641180,4
1528071,705356,1
1528071,1017334,2
1528071,1540404,3
1528071,1725848,4
1528100,288,1
1528100,249291,2
1528100,1426,3
1528100,244,4
1528406,473873,1
1528406,1920556,2
1528406,3631965,3
1528406,2132616,4
1528854,2071,1
1528854,242,2
1528854,4802,3
1528854,2006,4
1531663,2071,1
1531663,356017,2
1531663,3246926,3
1531663,671567,4
1532503,191,1
1532503,1626,2
1532503,491259,3
1532503,899681,4
1534360,1090070,1
1534360,1754048,2
1534360,1625669,3
1534360,2266787,4
1535108,354,1
1535108,149,2
1535108,1663205,3
1535108,103797,4
1535109,158,1
1535109,5831542,2
1535109,5831543,3
1535109,1416,4
1536044,2209370,1
1536044,2913790,2
1536044,1454378,3
1536044,4148609,4
1536048,180411,1
1536048,195439,2
1536048,2057859,3
1536048,1209966,4
1536537,636426,1
1536537,335,2
1536537,353,3
1536537,3092471,4
1538403,2934314,1
1538403,2570429,2
1538403,1588066,3
1538403,922136,4
1540128,124930,1
1540128,4754,2
1540128,598,3
1540128,3470683,4
1540133,322407,1
1540133,332,2
1540133,835016,3
1540133,2426101,4
1541160,1131,1
1541160,171,2
1541160,625789,3
1541160,1616,4
1542344,290556,1
1542344,848554,2
1542344,544718,3
1542344,2505304,4
1545660,477127,1
1545660,1872,2
1545660,227759,3
1545660,1132359,4
1545754,5562,1
1545754,302108,2
1545754,688132,3
1545754,1377561,4
1547234,330687,1
1547234,788335,2
1547234,1268158,3
1547234,5217936,4
1548850,2805533,1
1548850,318543,2
1548850,3701064,3
1548850,2282610,4
1549572,1779870,1
1549572,544611,2
1549572,3211972,3
1549572,4544251,4
1549920,216,1
1549920,1845,2
1549920,424216,3
1549920,763928,4
1550312,660854,1
1550312,4762406,2
1550312,1118078,3
1550312,2903342,4
1551632,4990,1
1551632,18734,2
1551632,108758,3
1551632,569226,4
1552112,1432956,1
1552112,760989,2
1552112,326988,3
1552112,908436,4
1552224,115,1
1552224,159789,2
1552224,2843513,3
1552224,910844,4
1553656,1036181,1
1553656,498956,2
1553656,4337039,3
1553656,1225406,4
1554091,65007,1
1554091,1214509,2
1554091,1655358,3
1554091,1370408,4
1555149,609944,1
1555149,2046691,2
1555149,2386123,3
1555149,1141101,4
1558877,1085525,1
1558877,1300254,2
1558877,849789,3
1558877,1698608,4
1559547,2129444,1
1559547,205626,2
1559547,668,3
1559547,2403277,4
1560139,2034752,1
1560139,3725110,2
1560139,169806,3
1560139,3724719,4
1560220,437,1
1560220,251986,2
1560220,1297015,3
1560220,1113550,4
1560747,450,1
1560747,1618,2
1560747,10736,3
1560747,687146,4
1561755,71304,1
1561755,2089814,2
1561755,1483349,3
1561755,4064518,4
1562872,4335,1
1562872,1027719,2
1562872,1867717,3
1562872,1229940,4
1563069,3725482,1
1563069,3725635,2
1563069,3725472,3
1563069,3725626,4
1563738,4266,1
1563738,836343,2
1563738,165101,3
1563738,2070427,4
1564349,151,1
1564349,171,2
1564349,1065,3
1564349,1997480,4
1564585,50156,1
1564585,265668,2
1564585,2174090,3
1564585,199590,4
1567432,692677,1
1567432,1555699,2
1567432,3729721,3
1567432,798,4
1567437,5351,1
1567437,2605345,2
1567437,447695,3
1567437,915865,4
1567609,154,1
1567609,3172776,2
1567609,319843,3
1567609,643740,4
1568338,941777,1
1568338,6969,2
1568338,68260,3
1568338,1861781,4
1568346,185819,1
1568346,1913734,2
1568346,1626,3
1568346,1745,4
1568911,3528539,1
1568911,1833,2
1568911,667,3
1568911,1212722,4
1568921,688132,1
1568921,4715,2
1568921,1541331,3
1568921,1126340,4
1570728,136797,1
1570728,331516,2
1570728,194,3
1570728,1297015,4
1571222,1055413,1
1571222,461136,2
1571222,1557,3
1571222,1993,4
1571234,2623492,1
1571234,1588066,2
1571234,915989,3
1571234,3705886,4
1572311,474774,1
1572311,1229940,2
1572311,451379,3
1572311,4399478,4
1578275,681,1
1578275,416673,2
1578275,213,3
1578275,124,4
1578873,69079,1
1578873,1667364,2
1578873,1423955,3
